,title,location,predict_category
10289,Marketing Intern (Netherlands),Netherlands,marketing
10290,Графический дизайнер,Russia,design
10291,Community Manager (German),Germany,marketing
10292,Fullstack Developer (.NET & React),,development
10293,Middle System Analyst,Russia,management
10294,Business Intelligence Analyst,Poland,analytics
10295,Middle Android Developer,Russia,development
10296,Senior Product Manager (Crypto Cards & On/Off-Ramps),,management
10297,Customer Success Representative (CSR),US,management
10298,Senior Java Engineer (Spring Boot),Romania,development
10299,Campaign Marketing Executive (SaaS),UK,marketing
10300,Senior Automation QA Engineer (Cybersecurity),Ukraine,qa
10301,Senior Data Scientist,Russia,analytics
10302,Payments Manager (iGaming),Georgia,management
10303,Senior Java Engineer (AI),Poland,development
10304,Brand Lead (Fintech),Uzbekistan,marketing
10305,Technical Project & Partner Manager (iGaming),Greece,management
10306,Senior System Analyst (E-commerce),Russia,management
10307,Middle DevOps Engineer,Belarus,devops
10308,Media Operations Manager,Norway,marketing
10309,Enterprise Sales Specialist,Armenia,marketing
10310,DevRel-менеджер,Russia,marketing
10311,Senior AI Engineer (RAG/LLM),Russia,development
10312,Product Line Management Director (Backbone & Cellular Wireless),Switzerland,management
10313,Financial Director (CFO),Russia,management
10314,Business Development Specialist,Philippines,marketing
10315,Senior Fullstack Developer (Next.js),Germany,development
10316,Senior Media Buyer (FB/UAC/In-App),Russia,marketing
10317,"Associate III, Sales Support (Sales)",Philippines,marketing
10318,Retail Sales Manager,Hungary,marketing
10319,Product Manager (Health & Fitness),Europe,management
10320,Sales Operations Specialist,Egypt,marketing
10321,Sales Support Associate (IT Distribution),Philippines,marketing
10322,Technical Account Manager (SaaS),US,management
10323,Ecommerce Content Executive,UK,marketing
10324,Senior Data Analyst (DWH),Russia,analytics
10325,Product Owner (Core Banking),Cyprus,management
10326,Technical Operations Lead,UK,management
10327,Engineering Lead (Analytics Platform),UK,development
10328,Procurement Lead (Energy),UK,management
10329,Client Support Analyst (Fintech),France,management
10330,Senior Account Executive,France,marketing
10331,Senior Backend Developer (.NET),Russia,development
10332,Business Analyst,Cyprus,analytics
10333,Lead Finance Business Partner (Fintech),UK,management
10334,Enterprise Account Executive (SaaS),SA,marketing
10335,Junior Project Manager (Marketing),Russia,management
10336,Junior Account & Project Manager (Web3),Georgia,management
10337,Senior Information Security Specialist (Cybersecurity),Hungary,management
10338,Middle Frontend Developer (WordPress),Russia,development
10339,Руководитель отдела инвестиционного анализа,Russia,management
10340,Director Data Science (AI),US,analytics
10341,Onboarding & Transaction Monitoring Analyst,,analytics
10342,Head Of Security Engineering (Fintech),Portugal,management
10343,Data Engineer (Gamedev),,development
10344,Senior System Engineer (Azure),Mexico,development
10345,Senior Solution Architect (Redis),UAE,development
10346,Руководитель проекта (Bitrix24),Russia,management
10347,Senior Animation Programmer (Unreal Engine),UK,development
10348,Growth Marketing Manager,,marketing
10349,Менеджер по связям с общественностью,Russia,management
10350,Senior Fullstack Developer (Node.js/React),,development
10351,UX/UI-дизайнер (Gamedev),Russia,design
10352,Software Engineer Internship,France,development
10353,Fullstack Software Engineer (Medtech),France,development
10354,Media Buyer (Gambling/Betting),Russia,marketing
10355,Middle Unity Developer,Russia,development
10356,Unity Developer,,development
10357,RPA UiPath Developer,,development
10358,QA Manager (Games),US,qa
10359,AI-инженер,Russia,development
10360,Physical Design Engineer (Embedded/IoT),Bulgaria,development
10361,Менеджер по B2C продажам,,management
10362,Technical Support Engineer,Netherlands,management
10363,Network QA Engineer (Gamedev),Cyprus,qa
10364,Account Manager (Fashion),Portugal,management
10365,Principal Software Engineer (DevOps),Thailand,devops
10366,Regional Vice President (AI),US,management
10367,Senior C++ Developer (Network Security),Russia,development
10368,Senior Finance Specialist,UAE,management
10369,2D Artist Generalist (Idle/Hypercasual),Russia,design
10370,APAC Privacy Counsel,China,analytics
10371,Дизайн-лид,Russia,design
10372,Middle/Senior GenAI Engineer,Russia,development
10373,"Senior Director, International Markets (Q-Commerce)",Germany,management
10374,Senior Software Engineer (Observability),Poland,development
10375,Customer Support Specialist,Uzbekistan,management
10376,"Senior Director, International Markets (Q-Commerce)",Germany,management
10377,Business Assistant/Project Manager,Russia,management
10378,IOS-разработчик,Russia,development
10379,Project Manager GTM Operations,Spain,management
10380,Team Lead Radar System Engineer (Defense),UAE,management
10381,Traffic Manager (SaaS),,management
10382,Feature Owner,Russia,management
10383,Android Developer (Fintech),Russia,development
10384,Системный администратор (TravelTech),Russia,development
10385,Lead Academic (Analytics),Russia,analytics
10386,Deputy HR Director (Recruitment),,management
10387,Senior Software Engineer (AI),Portugal,development
10388,Аналитик 1С (1С:Розница.Аптека),Russia,analytics
10389,Vizrt Разработчик Senior,Russia,development
10390,Senior AI Analyst (Fintech),Russia,analytics
10391,3D Texture Artist,,design
10392,Golang Developer (Fintech),,development
10393,Graphic Designer (Marketing),,marketing
10394,Senior Risk Manager (Fintech),,management
10395,Системный аналитик (WMS),Russia,analytics
10396,Ведущий продуктовый аналитик (Advertising),Russia,analytics
10397,Fullstack Developer (PHP/Python/Vue/React),Kazakhstan,development
10398,Художник автопортретов (Art),Russia,design
10399,SMM-специалист,Russia,marketing
10400,Специалист технической поддержки (L1),Russia,marketing
10401,Support Manager (Fintech),,management
10402,Категорийный менеджер (Non-food),Russia,management
10403,DeFi Growth Lead (Web3),,marketing
10404,Финансовый менеджер,Russia,management
10405,Директор по продажам,Russia,management
10406,HR-менеджер (рекрутмент),Russia,management
10407,Growth Manager,,marketing
10408,Node.js Engineer,Poland,development
10409,Контент-менеджер,,marketing
10410,Head of Product Owners Guild,Uzbekistan,management
10411,PR Lead,Russia,marketing
10412,Senior Python Developer,Cyprus,development
10413,Рекрутер (Recruiter),Russia,management
10414,Head of Marketing,Kazakhstan,marketing
10415,Middle Graphic Designer,Georgia,design
10416,Переводчик (Психология),Russia,Other
10417,Frontend Team Lead (React/Vue),Russia,development
10418,Financial Mathematics AI Trainer (Python),,development
10419,Руководитель проектного офиса,,management
10420,Редактор коротких форматов (Social Media),Russia,marketing
10421,Java Developer (Microservices),,development
10422,QA Tester (Web/Mobile),Vietnam,qa
10423,Frontend Developer (NextJS),Vietnam,development
10424,Стажёр специалист корпоративно-инвестиционного бизнеса (Финансовые рынки),Russia,Other
10425,Backend Web Developer,Vietnam,development
10426,2D Game Artist,Vietnam,design
10427,People Communications & Culture Manager,Ukraine,management
10428,Руководитель по персоналу,Russia,management
10429,SMM-специалист (EdTech),,marketing
10430,Research Intern (Biomedicine),Spain,Other
10431,Senior Golang Developer,Russia,development
10432,Ведущий Разработчик 1С (ERP),Russia,development
10433,Video Content Manager (TikTok),Russia,marketing
10434,Influence Director (Beauty & Skincare),UK,marketing
10435,Senior Marketing Manager (Sports),Japan,marketing
10436,Sales Development Representative (SaaS),US,marketing
10437,Senior Data Scientist,Europe,analytics
10438,Педагог по развитию soft skills,,Other
10439,Product Manager,Israel,management
10440,Commercial Product Manager (Infrastructure),Netherlands,management
10441,HR Business Partner,Philippines,management
10442,HR-партнёр (HRBP/HRD/L&D),Russia,management
10443,Product Marketing Content Lead,Russia,marketing
10444,Преподаватель (ЕГЭ/Олимпиады),Russia,Other
10445,Product Manager (HR),,Other
10446,BI-аналитик (Logistics),Russia,analytics
10447,SMM-специалист,Russia,marketing
10448,Graphic Designer (Emoji),,design
10449,Blender-аниматор (3D-генералист),Russia,design
10450,Senior Systems Engineer (Cloud),Spain,devops
10451,Ведущий аналитик 1С: MDM,Russia,analytics
10452,Growth Product Owner (Fintech),Russia,management
10453,Middle Product Analyst (VK),Russia,analytics
10454,Motion Designer,,design
10455,Дизайнер,Kazakhstan,design
10456,Руководитель внутренних коммуникаций,Russia,management
10457,QA Engineer,,qa
10458,Marketing Data Analyst,,analytics
10459,Senior DevOps-SRE-инженер,Russia,devops
10460,Media Group Head,,marketing
10461,Senior ML Engineer (Text-to-Speech),Russia,development
10462,Data Scientist,Russia,analytics
10463,Senior Data Scientist (Nlp/Llm),Russia,analytics
10464,Supplier Performance Manager,Netherlands,management
10465,Senior Ux/Ui Designer (Interface Design Focus),Denmark,design
10466,Middle ML Engineer (RecSys),Russia,development
10467,Staff Data Engineer,France,development
10468,Senior ML Разработчик,Russia,development
10469,Видеомонтажёр,Russia,design
10470,Senior Ruby on Rails Developer,,development
10471,Fullstack Developer (AI),Norway,development
10472,Senior Data Analyst,Russia,analytics
10473,Менеджер по маркетплейсам,Russia,management
10474,Руководитель отдела GR,Russia,management
10475,Unity Developer,,development
10476,Технический специалист,,development
10477,Ai Gtm Engineer (Ai),Australia,development
10478,Enterprise Account Executive (Guangzhou),China,management
10479,Business Analyst - Project Lead,US,management
10480,Senior Service Desk macOS Specialist,US,management
10481,Директор по продажам (FMCG),Russia,management
10482,Куратор обучения (Управление бизнесом),,Other
10483,Engineer – Salesforce,Malaysia,development
10484,Senior iOS Engineer (Cybersecurity),Vietnam,development
10485,Senior Product Designer,Armenia,design
10486,Software Development Engineer In Test (Contractor),US,qa
10487,Head of Marketing Operations,,marketing
10488,Sr. Solutions Architect (AI),SK,development
10489,Staff Backend Software Engineer (AI Platform),US,development
